"","Gene","log2( Max Expression Level )","Raw Gini Index","Normalized Gini Index","p-value"
"gene 650","gene 650",0.690096623885136,0.35173150643757,0.054088729252366,0.217532612771457
"gene 946","gene 946",0.448775012348913,1.10119486209167,-0.0343138503121617,0.218927809990268
"gene 371","gene 371",0.452278241449952,1.0703893278914,-0.0342330389322991,0.219348121063975
"gene 868","gene 868",0.495384487251651,0.776343103253079,-0.0342318049158038,0.219354542945594
"gene 276","gene 276",0.462808723544619,0.981897404186249,-0.0341752082487682,0.219649190831482
"gene 271","gene 271",0.573179507790171,0.832882916999337,0.0536635494166622,0.219741109833861
"gene   6","gene   6",0.411937888811405,1.47289236685876,-0.0340159845716723,0.220479343173403
"gene 156","gene 156",0.483291509786682,0.847171131583033,-0.0338092011589464,0.221560139186005
"gene 767","gene 767",0.505476551039277,0.727966185217491,-0.0335317932980003,0.223014813541454
"gene 479","gene 479",0.661219397281922,0.137503523749935,-0.0334342093675544,0.223527815573254
"gene 870","gene 870",0.455133360828448,1.05500374865958,-0.0332730106248666,0.224376711260992
"gene 640","gene 640",0.526742366599109,1.19555655231845,0.0525971534268229,0.225336528242086
"gene 135","gene 135",0.622542778493418,0.59929241344176,0.0525918401205083,0.225364607857216
"gene 560","gene 560",0.641432224150126,0.528493987166077,0.0525791708787482,0.225431569911264
"gene 734","gene 734",0.610476127903792,0.643762005628246,0.0524311032476578,0.226215001660546
"gene 530","gene 530",0.783940145184204,0.00445103562468561,0.0522002568424569,0.227439482440419
"gene 124","gene 124",0.688192996249941,0.35173150643757,0.0521851016171712,0.227520000831618
"gene 362","gene 362",0.410232989458537,1.50567366811066,-0.0326756191476084,0.227538567515522
"gene 325","gene 325",0.622697348033736,0.279701100957027,-0.0325013239718343,0.228465778244924
